USAF,STATION NAME,CTRY,STATE,LAT,LON
235190,VERHNI SUGOR,RS,,+64.033,+059.500
235270,SARAN-PAUL',RS,,+64.283,+060.883
235310,SHIZHIMGORT,RS,,+64.883,+065.583
235410,HEJGIJAHA RIVER,RS,,+64.750,+070.967
235520,TARKO-SALE,RS,,+64.917,+077.817
235580,KHARAMPUR,RS,,+64.283,+078.150
235780,VERESHCHAGINO,RS,,+64.233,+087.567
235850,KOCHUNDEK,RS,,+66.383,+093.117
235851,KOCHUMDEK,RS,,+64.383,+093.117
235890,TUTONCHANY,RS,,+64.200,+093.783
236040,PEGISHDOR,RS,,+63.433,+050.550
236060,UHTA,RS,,+63.550,+053.817
236080,MESJU,RS,,+63.233,+052.900
236090,IZVAJIL,RS,,+63.050,+054.467
236110,DUTOVO-IN-KOMI,RS,,+63.783,+056.683
236120,VUKTYL,RS,,+63.833,+057.417
236250,SOSVA,RS,,+63.650,+062.100
236280,SARTINYA,RS,,+63.367,+063.067
236290,IGRIM,RS,,+63.200,+064.483
236310,BEREZOVO,RS,,+63.933,+065.050
236320,KISLOR WEST,RS,,+63.717,+066.700
236321,KAZYM,RS,,+63.700,+067.233
236350,YUIL' SK,RS,,+63.667,+069.600
236351,MOZYAMY,RS,,+63.717,+066.533
236440,NUMTO,RS,,+63.500,+071.333
236560,HALESOVAYA,RS,,+63.383,+078.317
236570,NOYABR' SK,RS,,+63.117,+075.283
236620,TOL'KA,RS,,+63.983,+082.083
236780,VERHNEIMBATSK,RS,,+63.150,+087.950
236910,UCAMI,RS,,+63.833,+096.650
236990,KERBO,RS,,+62.717,+101.117
236991,VIVI RIVER,RS,,+63.867,+097.833
237010,VESLJANA,RS,,+62.983,+050.900
237040,ZELEZNODOROZNY,RS,,+62.617,+050.917
237070,UST-VYM,RS,,+62.217,+050.417
237080,LUN',RS,,+62.233,+052.483
237090,POMOZDINO,RS,,+62.200,+054.200
237110,TROICKO-PECHERSKOE,RS,,+62.700,+056.200
237140,ZELENETS-IN-KOMI,RS,,+62.433,+055.300
237230,RUZITGORT,RS,,+62.867,+064.967
237240,NJAKSIMVOL',RS,,+62.433,+060.867
237290,TUZKIN-KURT,RS,,+62.167,+064.000
237291,SHUKHTURKURT,RS,,+62.367,+064.050
237340,OKTJABR'SKOE,RS,,+62.450,+066.050
237370,MYS SOSNOVIY,RS,,+62.050,+066.400
237410,NIZHNESORTYMSK,RS,,+62.750,+071.667
237450,KOCEVJE,RS,,+62.467,+073.117
237480,KOGALYM,RS,,+62.190,+074.534
237481,RUSSKINSKAJA,RS,,+62.150,+073.600
237580,RADUZHNY,RS,,+62.158,+077.313
237740,KELLOG,RS,,+62.483,+086.283
237760,BAHTA,RS,,+62.467,+089.017
237880,KUZ' MOVKA,RS,,+62.317,+092.117
237890,POLIGUS,RS,,+61.967,+094.667
238030,UST'-KULOM,RS,,+61.683,+053.683
238040,SYKTYVKAR,RS,,+61.647,+050.845
238045,OSTAFYEVO,RS,,+55.508,+037.505
238061,UST-NEM-IN-KOMI,RS,,+61.633,+054.883
238070,VIZINGA,RS,,+61.083,+050.167
238080,LOPIDINO-IN-KOMI,RS,,+61.133,+052.133
238120,JAKSHA,RS,,+61.833,+056.867
238130,UST-UNJA,RS,,+61.800,+057.917
238150,TULPAN,RS,,+61.350,+057.483
238170,LAREVKA,RS,,+61.200,+056.667
238200,PIONERSKI,RS,,+61.200,+062.950
238230,VONEGAN,RS,,+61.950,+064.900
238231,HONGOKURT,RS,,+61.967,+064.300
238270,BURMANTOVO,RS,,+61.283,+060.483
238281,PIONERSKIY,RS,,+61.200,+062.817
238290,SOVETSKI,RS,,+61.333,+063.483
238380,BECAME STN 238281,RS,,+61.050,+068.633
238381,BELOGOR'YE,RS,,+61.050,+068.633
238410,GORSKOVA,RS,,+61.700,+070.667
238430,YERMAKOVO,RS,,+61.800,+074.083
238470,SYTOMINO,RS,,+61.300,+071.300
238480,NEFTEJUGANSK,RS,,+61.100,+072.750
238490,SURGUT,RS,,+61.344,+073.402
238520,VAR-YEGAN,RS,,+61.983,+076.733
238590,LOBCHINSKIYE,RS,,+60.950,+078.617
238620,KORLIKI,RS,,+61.533,+082.417
238670,LAR' YAK,RS,,+61.100,+080.250
238830,PEREVALOCHNAYA,RS,,+61.850,+093.467
238840,BOR,RS,,+61.600,+090.017
238910,BAJKIT,RS,,+61.667,+096.367
239040,KAZIM,RS,,+60.333,+051.550
239050,UST-CERNAJA,RS,,+60.500,+052.667
239070,KAZHIM,RS,,+60.333,+051.550
239090,GAJNY,RS,,+60.283,+054.350
239120,NYROB,RS,,+60.700,+056.750
239130,PRIISKOVAYA,RS,,+60.800,+058.950
239140,CHERDYN',RS,,+60.400,+056.517
239150,POLJUDOV KAMEN',RS,,+60.500,+057.133
239160,SOLVA,RS,,+60.400,+059.417
239161,UST-ULS-IN-PERM,RS,,+60.550,+058.517
239190,POKROVSK-URAL'SKIY,RS,,+60.133,+059.817
239210,IVDEL',RS,,+60.683,+060.450
239230,SUPRA,RS,,+60.867,+064.900
239250,SANTAL,RS,,+60.400,+063.133
239270,SEVEROURALSK,RS,,+60.150,+060.017
239290,SAIM,RS,,+60.317,+064.217
239330,KHANTY MANSIYSK,RS,,+61.028,+069.086
239331,NIZHNEVARTOVSK,RS,,+60.950,+076.483
239390,ALTAY,RS,,+60.333,+068.967
239460,UGUT,RS,,+60.500,+074.017
239470,SALYM,RS,,+60.067,+071.483
239530,LOBCINSKIJE,RS,,+60.950,+078.783
239550,ALEKSANDROVSKOE,RS,,+60.433,+077.867
239660,VANZIL'-KYNAK,RS,,+60.350,+084.083
239730,VOROGOVO,RS,,+61.033,+089.633
239750,SYM,RS,,+60.350,+088.367
239820,VEL'MO,RS,,+61.017,+093.433
239860,SEVERO-ENISEJSK,RS,,+60.367,+093.033
239870,JARCEVO,RS,,+60.250,+090.233
239920,UST'-KAMO,RS,,+60.717,+097.517
240510,SIKTJAH,RS,,+69.917,+125.167
240520,SAHANJA,RS,,+69.750,+128.200
240650,TOMTOR,RS,,+69.500,+132.200
240710,JANGKI-IN-YAKUT,RS,,+69.767,+135.067
240760,DEPUTATSKI,RS,,+69.333,+139.667
240950,VORONTSOVO,RS,,+69.583,+147.533
240981,OZHOGINO-IN-YAKUT,RS,,+69.117,+147.500
241050,ESSEJ,RS,,+68.467,+102.367
241250,OLENEK,RS,,+68.500,+112.433
241360,SUHANA,RS,,+68.617,+118.333
241430,DZARDZAN,RS,,+68.733,+124.000
241520,VERKHOYANSK RANGE,RS,,+68.850,+127.367
241660,JANSK,RS,,+68.450,+134.800
241940,BELAYA GORA,RS,,+68.550,+146.217
241970,DRUZINA,RS,,+68.233,+145.300
242190,YAROL'IN,RS,,+67.133,+108.533
242310,MAAK-IN-YAKUT,RS,,+67.733,+116.167
242430,MENKERE,RS,,+67.967,+123.400
242570,SOBOPOL-IN-YAKUT,RS,,+67.117,+126.117
242610,BATAGAJ-ALYTA,RS,,+67.800,+130.383
242630,BATAGAJ,RS,,+67.650,+134.683
242660,VERHOJANSK,RS,,+67.567,+133.400
242750,MALIY TUOSTAKH,RS,,+67.383,+137.217
243220,POLIARNY,RS,,+66.400,+112.030
243290,SHELAGONTSY,RS,,+66.250,+114.283
243380,EJK,RS,,+66.033,+117.400
243430,ZHIGANSK,RS,,+66.767,+123.400
243610,EKYUCHCHYU,RS,,+66.767,+131.600
243710,UST'-CHARKI,RS,,+66.800,+136.683
243820,UST'-MOMA,RS,,+66.450,+143.233
243960,ARGA,RS,,+66.500,+149.783
244210,AJHAL,RS,,+66.000,+111.533
244490,BESTYAHSKAYA ZVEROFERMA,RS,,+65.300,+124.117
244620,SEBYAN-KYUEL',RS,,+65.300,+130.000
244770,IEMA,RS,,+65.300,+135.800
244880,BEREZKIN,RS,,+65.250,+143.167
245070,TURA,RS,,+64.267,+100.233
245250,HABARDINO,RS,,+64.600,+112.517
245380,CHUMPURUK,RS,,+64.233,+116.917
245440,UGULYAT,RS,,+64.550,+120.500
245570,SOGO-HAYA,RS,,+64.283,+126.450
245610,SYURYUN-KYUYEL',RS,,+65.000,+130.683
245840,RAZVEDCHIK,RS,,+64.500,+140.667
245850,NERA,RS,,+64.550,+144.400
245880,YURTY,RS,,+64.050,+141.883
245890,SAYYLYK,RS,,+64.367,+143.083
245980,DARPIR,RS,,+64.167,+148.033
246060,KISLOKAN,RS,,+63.583,+103.967
246290,SYULDYUKAR,RS,,+63.217,+113.633
246390,NJURBA,RS,,+63.283,+118.333
246410,VILJUJSK,RS,,+63.767,+121.617
246430,HATYAYK-HOMO,RS,,+63.950,+124.833
246440,VERHNEVILJUJSK,RS,,+63.450,+120.317
246520,SANGARY,RS,,+63.967,+127.467
246560,BATAMAJ,RS,,+63.517,+129.483
246610,SEGEN-KYUEL',RS,,+64.000,+130.300
246680,VERHOJANSK PEREVOZ,RS,,+63.317,+132.017
246710,TOMPO,RS,,+63.950,+135.867
246780,ZAPADNAYA-IN-YAKUT,RS,,+63.050,+137.950
246790,VOSTOCHNAYA,RS,,+63.217,+139.600
246840,AGAYAKAN,RS,,+63.333,+141.733
246880,OJMJAKON,RS,,+63.250,+143.150
246910,DELYANKIR,RS,,+63.833,+145.600
246980,ARKAGALA,RS,,+63.150,+146.967
247130,NAKANNO,RS,,+62.883,+108.433
247180,HAMAKAR,RS,,+62.100,+108.233
247240,CHERNISHEVSKIJ,RS,,+63.033,+112.483
247250,TUOJ-HAYA,RS,,+62.533,+111.233
247260,MIRNY,RS,,+62.535,+114.039
247300,OYUSUT,RS,,+62.833,+115.217
247370,KRESTYAH,RS,,+62.267,+116.150
247380,SUNTAR,RS,,+62.150,+117.650
247390,CHAINGDA,RS,,+62.283,+119.850
247530,NAMTSY,RS,,+62.733,+129.667
247580,BERDIGESTYAH,RS,,+62.267,+127.067
247591,YAKUTSK OBSERVATORY,RS,,+62.017,+129.717
247610,BOROGONCY,RS,,+62.667,+131.133
247630,KREST-HAL' DZHAY,RS,,+62.817,+134.433
247660,YTYK-KJUEL,RS,,+62.467,+133.417
247680,CURAPCA,RS,,+62.033,+132.600
247710,TEPLY KLJUCH,RS,,+62.783,+136.850
247840,MUSKHAYA,RS,,+62.600,+140.700
247900,SUSUMAN,RS,,+62.783,+148.167
247960,YAGODNOYE,RS,,+62.533,+149.633
247990,JEK-LONDON (LAKE),RS,,+62.117,+149.517
248020,STRELKA CHUNYA,RS,,+61.733,+102.817
248070,MUTORAJ,RS,,+61.333,+100.483
248130,MARKHAY,RS,,+61.983,+109.767
248170,ERBOGACEN,RS,,+61.267,+108.017
248260,DOROZHNYJ,RS,,+61.617,+114.617
248430,TONGULAH,RS,,+61.917,+124.550
248560,POKROVSK,RS,,+61.483,+129.150
248580,SINSKOYE-IN-YAKUT,RS,,+61.133,+126.800
248590,BROLOGYAKHATAT,RS,,+61.283,+128.933
248710,OHOTSKIJPEREVOZ,RS,,+61.867,+135.500
248780,ALLAH-JUN,RS,,+61.133,+137.983
248910,KULU,RS,,+61.883,+147.350
248940,KOLYMSKAYA,RS,,+61.850,+147.667
248980,UST' OMCHUG,RS,,+61.117,+149.633
248981,GASTELLO MINE,RS,,+61.617,+147.917
248990,UST OMCHUK,RS,,+61.150,+149.633
248991,UST-OMCUG,RS,,+61.083,+149.500
249080,VANAVARA,RS,,+60.333,+102.267
249180,PREOBRAZHENKA,RS,,+60.050,+108.083
249230,LENSK,RS,,+60.717,+114.883
249280,KOMAKA,RS,,+60.267,+111.733
249330,KILEER,RS,,+60.950,+119.300
249340,NJUJA,RS,,+60.533,+116.233
249440,OLEKMINSK,RS,,+60.367,+120.417
249460,SANI-YAKHTAT,RS,,+60.600,+124.033
249510,ISIT',RS,,+60.817,+125.317
249550,DOBROLET-IN-YAKUT,RS,,+60.517,+127.917
249590,JAKUTSK,RS,,+62.017,+129.717
249620,AMGA,RS,,+60.900,+131.983
249660,UST'-MAJYA,RS,,+60.383,+134.450
249670,TEGYULTYA,RS,,+60.467,+130.000
249750,YNYKVHAN,RS,,+60.367,+137.500
249820,UEGA,RS,,+60.717,+142.783
249880,ARKA,RS,,+60.083,+142.333
249940,NOVVY KHEYDZHAM,RS,,+60.667,+145.533
249950,APPROXIMATE LOCALE,RS,,+60.517,+148.200
250020,KONDAKOVA,RS,,+69.750,+151.667
250170,ADRYUSKINO,RS,,+69.167,+154.500
250260,OSTROV SUKHARYYA,RS,,+69.583,+161.733
250340,BUHTA AMBARCIK,RS,,+69.617,+162.300
250420,AJON,RS,,+69.917,+167.967
250420,AJON,RS,,+69.917,+167.967
250440,RAUCHUA,RS,,+69.500,+166.583
250510,PEVEK,RS,,+69.783,+170.597
250520,APAPELKHINO,RS,,+69.750,+170.600
250530,SHALAUROVA ISLAND,RS,,+69.983,+172.783
250550,KRASNOARMEJSKI,RS,,+69.617,+172.033
250560,APPROXIMATE LOCALE,RS,,+69.500,+174.000
250620,MYS BILLINGSA,RS,,+69.883,+175.767
250770,CAPE KJANGTOKJNMANK,RS,,+69.217,+179.367
251210,KOLYMSKAYA,RS,,+68.733,+158.717
251230,CHERSKIJ,RS,,+68.750,+161.283
251260,ANYUYSK,RS,,+68.333,+161.517
251261,NIZNEKOLYMSK,RS,,+68.633,+160.933
251290,KONSTANTINOVSKAYA,RS,,+68.150,+161.167
251380,OSTROVNOE,RS,,+68.117,+164.167
251470,BILIBINO,RS,,+68.050,+166.450
251500,CAUNSKAJA BAY,RS,,+68.900,+170.667
251510,CHAUN,RS,,+68.883,+170.783
251510,CHAUN,RS,,+68.883,+170.783
251730,MYS SHMIDTA,RS,,+68.900,-179.633
251870,YULINU,RS,,+68.333,+177.717
252060,CREDNEKOLYMSK,RS,,+67.450,+153.717
252410,KEPERVEYEM,RS,,+67.833,+166.167
252480,ILIRNEJ,RS,,+67.250,+167.967
252730,IULTIN-IN-CHUKOT,RS,,+67.867,-178.750
252820,MYS VANKAREM,RS,,+67.833,-170.833
252860,KOLJUCINSKAJA BAY,RS,,+66.833,-174.500
253250,UST'-OLOJ,RS,,+66.550,+159.417
253350,BAIMKA,RS,,+66.533,+164.283
253560,EN' MUVEEM,RS,,+66.383,+173.333
253720,AMGUJEMA,RS,,+67.033,-178.917
253780,EGVEKINOT,RS,,+66.350,-179.117
253790,MYS RAZDEL NYY,RS,,+66.183,-179.000
253791,OLOVYANNAYA,RS,,+66.183,-179.017
253920,ENURMINO,RS,,+66.933,-171.833
253990,MYS UELEN,RS,,+66.150,-169.833
254000,ZYRYANKA,RS,,+65.733,+150.900
254280,OMOLON,RS,,+65.233,+160.533
254340,KULYUKA,RS,,+65.433,+161.717
254480,EREPOL,RS,,+65.267,+168.667
254490,EREPOL,RS,,+65.267,+168.667
254560,UST BELAYA,RS,,+65.483,+173.300
254690,KANCHALAN,RS,,+65.183,+176.767
254930,RATMANOVA ISLAND,RS,,+65.783,-169.083
254960,LAVRENTIJA,RS,,+65.550,-171.033
255030,KORKODON,RS,,+64.750,+153.967
255260,KRESTIK,RS,,+64.100,+161.033
255380,VERHNEE PENZINO,RS,,+64.217,+164.233
255510,MARKOVO,RS,,+64.683,+170.417
255520,PEVEK,RS,,+69.700,+170.283
255610,TANYURER,RS,,+64.867,+174.417
255620,ANADYR,RS,,+64.733,+177.533
255630,UGOLNY,RS,,+64.735,+177.741
255680,YARANGI-IN-CHUKOT,RS,,+64.183,+176.417
255940,PROVIDENIYA BAY,RS,,+64.378,-173.243
255950,CHAYBUKHA,RS,,+61.950,+160.417
256080,KANON-IN-MAGADAN,RS,,+63.400,+151.317
256110,BALYGYCAN RIVER,RS,,+64.000,+154.167
256210,KEDON,RS,,+64.000,+158.917
256270,LABAZNAYA,RS,,+63.300,+158.500
256480,SLAUTNOE,RS,,+63.200,+167.850
256560,BEREZOVO,RS,,+63.417,+172.717
256770,BERINGOVSKAJA,RS,,+63.017,+179.283
257000,EL' GEN (SOVHOZ),RS,,+62.800,+150.667
257010,KHATINNAKH,RS,,+62.717,+150.017
257030,SEJMCHAN,RS,,+62.917,+152.417
257041,MAYORICH-IN-MAGADAN,RS,,+62.450,+150.783
257050,SREDNIKAN,RS,,+62.450,+152.317
257070,BOHAPCHA,RS,,+62.100,+150.683
257150,OMSUKCHAN,RS,,+62.517,+155.800
257440,KAMENSKOE,RS,,+62.433,+166.083
257450,KAMENSKOE,RS,,+62.483,+166.217
257670,HATYRKA,RS,,+62.050,+175.283
257770,BUHTA GAVRIILA,RS,,+62.417,+179.133
258020,STRELKA-IN-MAGADAN,RS,,+61.883,+152.400
258080,TALATA,RS,,+61.133,+152.383
258160,PESTRAYA DRESVA,RS,,+61.533,+156.700
258200,EVENSK,RS,,+61.917,+159.217
258210,NAJAHAN,RS,,+61.917,+158.983
258220,GIZIGA,RS,,+62.050,+160.500
258580,VATYNA,RS,,+61.233,+172.383
259020,ATKA,RS,,+60.850,+151.767
259040,MADAUN,RS,,+60.600,+150.700
259070,PALATKA,RS,,+60.100,+151.000
259110,ARMAN,RS,,+59.667,+150.133
259111,MAGADAN (OLD APRT),RS,,+59.617,+150.917
259120,MAGADAN NW,RS,,+59.917,+150.717
259130,SOKOL,RS,,+59.911,+150.720
259140,NAGAJEVA BAY,RS,,+59.483,+150.500
259150,OLA,RS,,+59.617,+151.333
259160,ALEVINA (MYS),RS,,+58.833,+151.350
259161,JAMSK,RS,,+59.617,+154.167
259170,ZAVYALOVA ISLAND,RS,,+59.000,+150.467
259180,DYUGUDYAKH,RS,,+59.117,+152.333
259190,BRAT' EV (MYS),RS,,+59.100,+153.333
259191,MELKOVODNAYA,RS,,+59.200,+152.350
259220,SHELIHOVA,RS,,+60.717,+155.883
259270,BROHOVO,RS,,+59.650,+154.267
259320,TAJGONOS,RS,,+60.683,+160.400
259410,CHEMURNAUT,RS,,+60.733,+163.017
259540,KORF,RS,,+61.350,+166.000
259550,YEMET,RS,,+60.583,+168.150
259560,APUKA,RS,,+60.433,+169.667
259640,TOPATA-OLYUTORSKAYA,RS,,+60.550,+171.083
260120,SORVE,EN,,+57.917,+022.050
260270,OSMUSSAR ISLAND,EN,,+59.333,+023.250
260290,PAKRI,EN,,+59.383,+024.033
260340,NAISSAAR ISLAND,EN,,+59.600,+024.417
260380,TALLINN,EN,,+59.413,+024.833
260381,PARNU,EN,,+58.419,+024.473
260390,MUSTAMETSA,EN,,+59.450,+025.650
260450,KUNDA,EN,,+59.517,+026.550
260460,JOHVI,EN,,+59.333,+027.383
260490,JOHVI ESTONIA,EN,,+59.367,+027.417
260500,MOSCNI ISLAND,EN,,+60.000,+027.833
260570,SILLAMAE,EN,,+59.400,+027.750
260580,NARVA-JOESUU,EN,,+58.917,+028.117
260590,KINGISEPP,RS,,+59.367,+028.600
260600,LOMONOSOV,RS,,+59.917,+029.767
260630,PULKOVO,RS,,+59.800,+030.263
260635,SMOLNAYA,RS,,+59.983,+030.583
260636,ST. PETERSBURG,RS,,+59.967,+030.300
260640,BEGUNITSY,RS,,+59.583,+029.317
260660,PUSKIN,RS,,+59.733,+030.417
260670,VOLOSOVO,RS,,+59.433,+029.500
260680,DILITSY,RS,,+59.483,+029.767
260690,BELOGORKA,RS,,+59.350,+030.133
260720,SHLISSEL'BURG,RS,,+59.933,+031.000
260780,LJUBAN',RS,,+59.350,+031.233
260800,KIRISHI,RS,,+59.450,+032.033
260801,MOTOKHOVO,RS,,+59.533,+032.383
260810,VOLHOV,RS,,+59.933,+032.317
260870,BUDOGOSC,RS,,+59.317,+032.483
260920,SUGOZERO,RS,,+59.950,+034.200
260940,TIHVIN,RS,,+59.650,+033.550
260990,EFIMOVSKAJA,RS,,+59.500,+034.700
261148,MINSK 2,BO,,+53.882,+028.031
261149,MOGILEV,BO,,+53.955,+030.095
261150,RISTNA,EN,,+58.917,+022.067
261160,KARDLA,EN,,+58.991,+022.831
261161,KURESSAARE,EN,,+58.230,+022.509
261190,METSKULA,EN,,+58.567,+022.533
261200,HELTERMAA,EN,,+58.867,+023.050
261210,SUTLEPA,EN,,+59.033,+023.650
261211,VORMSI,EN,,+59.033,+023.083
261220,RIGULDI,EN,,+59.133,+023.533
261240,LAANE-NIGULA,EN,,+58.950,+023.817
261251,HAAPSALU,BO,,+58.950,+023.533
261280,VIRTSU,EN,,+58.567,+023.517
261340,KUUSIKU,EN,,+58.967,+024.733
261350,TURI,EN,,+58.817,+025.417
261410,VALKE-MAARJA,EN,,+59.133,+026.233
261440,JOGEVA,EN,,+58.750,+026.417
261450,TILRIKOJA,EN,,+58.867,+026.950
261570,GDOV,RS,,+58.733,+027.833
261590,LYADY,RS,,+58.617,+028.833
261591,LJADI,RS,,+58.583,+028.917
261610,OS'MINO,RS,,+59.017,+029.083
261670,NIKOLAEVSKOE,RS,,+58.567,+029.800
261680,LUGA,RS,,+58.733,+029.883
261790,NOVGOROD,RS,,+58.517,+031.250
261840,MALAYA VISHERA,RS,,+58.850,+032.233
261880,VEREB'YE,RS,,+58.683,+032.700
261960,HVOJNAJA,RS,,+58.900,+034.533
262140,VILSANDI,EN,,+58.383,+021.817
262150,KURESSAARE-ROOMASSAARE,EN,,+58.233,+022.500
262180,SORVE,EN,,+57.917,+022.050
262260,KIHNU,EN,,+58.100,+023.967
262270,RUHNU,EN,,+57.783,+023.250
262290,AINAZI,LG,,+57.867,+024.367
262310,PJARNU-SAUGA,EN,,+58.417,+024.467
262330,VILJANDI,EN,,+58.367,+025.600
262380,RUJIENA,LG,,+57.900,+025.383
262420,TARTU,EN,,+58.307,+026.690
262470,VALGA,EN,,+57.783,+026.033
262490,VORU,EN,,+57.850,+027.017
262580,PSKOV,RS,,+57.817,+028.333
262640,STRUGI KRASNYE,RS,,+58.267,+029.100
262680,DNO,RS,,+57.817,+029.950
262750,STARAYA RUSSA,RS,,+58.017,+031.317
262830,OKULOVKA,RS,,+58.367,+033.317
262850,KRESTCY,RS,,+58.267,+032.533
262890,VALDAJ,RS,,+57.967,+033.233
262910,BOROVICI,RS,,+58.417,+033.900
262980,BOLOGOE,RS,,+57.900,+034.030
263100,STENDE,BO,,+57.167,+022.500
263101,STENDE,LG,,+57.167,+022.467
263130,KOLKA,LG,,+57.750,+022.600
263140,VENTSPILS,LG,,+57.400,+021.533
263180,STENDE,LG,,+57.183,+022.550
263240,MERSRAGS,LG,,+57.350,+023.117
263260,SKULTE,LG,,+57.317,+024.417
263350,PRIEKULI,LG,,+57.317,+025.333
263390,ZOSENI,LG,,+57.133,+025.917
263401,GAUIJIENA,LG,,+57.417,+026.467
263460,ALUKSNE,LG,,+57.433,+027.033
263480,GULBENE,LG,,+57.133,+026.717
263500,PYTALOVO,RS,,+57.100,+027.983
263550,OSTROV,RS,,+57.350,+028.333
263570,VILAKA,LG,,+57.183,+027.667
263590,PUSKINSKIE GORY,RS,,+57.017,+028.900
263780,HOLM,RS,,+57.150,+031.183
263810,DEMJANSK,RS,,+57.650,+032.467
263890,OSTASKOV,RS,,+57.133,+033.117
263930,VYSNIJ VOLOCEK,RS,,+57.550,+034.567
263980,KUVSINOVO,RS,,+57.050,+034.217
264030,PAVILOSTA,LG,,+56.883,+021.183
264050,VENTSPILS INTL,LG,,+57.358,+021.544
264060,LIEPAJA INTL,LG,,+56.518,+021.097
264140,KAZDANGA,LG,,+56.733,+021.733
264160,SALDUS,LG,,+56.683,+022.500
264190,AUCE,LG,,+56.467,+022.833
264220,RIGA INTL,LG,,+56.924,+023.971
264225,RIGA,LG,,+56.967,+024.050
264225,RIGA,LG,,+56.967,+024.050
264240,DOBELE,LG,,+56.617,+023.317
264250,JELGAVA,LG,,+56.650,+023.733
264290,BAUSKA,LG,,+56.400,+024.217
264350,SKRIVERI,LG,,+56.650,+025.133
264360,ZILANI,LG,,+56.517,+025.917
264410,MADONA,LG,,+56.883,+026.333
264460,REZEKNE,LG,,+56.533,+027.267
264470,MADONA,LG,,+56.850,+026.233
264471,KARSAVA,LG,,+56.783,+027.733
264560,OPOCHKA,RS,,+56.717,+028.717
264590,IDRICA,RS,,+56.317,+028.900
264620,SUSHCHEVO,RS,,+57.000,+029.917
264770,VELIKIE LUKI,RS,,+56.350,+030.620
264780,PSKOV,RS,,+57.783,+028.400
264780,PSKOV,RS,,+57.783,+028.400
264790,TOROPEC,RS,,+56.483,+031.633
264790,TOROPEC,RS,,+56.483,+031.633
264870,ZAPADNAJA DVINA,RS,,+56.267,+032.083
264980,RZEV,RS,,+56.267,+034.317
264990,STARITSA,RS,,+56.500,+034.933
265010,MAZEIKIAI,LH,,+56.350,+022.317
265020,PALANGA INTL,LH,,+55.973,+021.094
265021,SIAULIAI INTL,LH,,+55.883,+023.383
265021,SIAULIAI INTL,LH,,+55.883,+023.383
265022,VILNIUS,LH,,+54.633,+025.283
265030,RUCAVA,LG,,+56.150,+021.167
265040,N AKMENE,LH,,+56.250,+022.733
265090,KLAIPEDA,LH,,+55.733,+021.067
265100,RYBACHIY,RS,,+55.150,+020.867
265110,DONSKOYE,RS,,+54.933,+019.950
265120,PIONERSKIJ,RS,,+54.950,+020.250
265150,TELSIAI,LH,,+55.967,+022.250
265170,VEZAICIAI,LH,,+55.700,+021.483
265180,LAUKUVA,LH,,+55.617,+022.233
265240,SIAULIAI,LH,,+55.933,+023.317
265280,SEDUVA,LH,,+55.750,+023.750
265290,PANEVEZYS,LH,,+55.750,+024.383
265310,BIRZAI,LH,,+56.200,+024.767
265390,ROKISKIS,LH,,+55.950,+025.583
265440,DAUGAVPILS,LG,,+55.867,+026.617
265470,DUKSTAS,LH,,+55.517,+026.300
265510,DAGDA,LG,,+56.100,+027.550
265540,VERHNEDVINSK,BO,,+55.817,+027.950
265650,NEVEL,LA,,+56.000,+029.917
265660,YEZERISHCHE,BO,,+55.833,+029.983
265680,SHCHELOKI,BO,,+55.683,+029.817
265750,VELKZH,RS,,+55.617,+031.200
265780,VELIZH,RS,,+55.617,+031.183
265780,VELIZH,RS,,+55.617,+031.183
265850,BELYJ,RS,,+55.850,+032.950
265950,SYCHEVKA,RS,,+55.833,+034.283
265951,SYCEVKA,RS,,+55.850,+034.250
266000,SILUTE,LH,,+55.350,+021.467
266030,NIDA,LH,,+55.317,+021.017
266070,SVETLOGORSK,RS,,+54.917,+020.133
266140,SOVETSK,RS,,+55.083,+021.867
266150,TAURAGE,LH,,+55.250,+022.300
266200,DOTNUVA,LH,,+55.400,+023.867
266210,RASEINIAI,LH,,+55.383,+023.117
266281,KAUNAS OBSERVATORY,LH,,+54.917,+023.900
266290,KAUNAS,LH,,+54.883,+023.833
266295,KAUNAS INTL,LH,,+54.964,+024.085
266330,UTENA,LH,,+55.533,+025.600
266340,UKMERGE,LH,,+55.250,+024.767
266360,SVENCIONYS,LH,,+55.133,+026.167
266430,SHARCOVSCHINA,BO,,+55.367,+027.467
266440,SVENCIONYS LITHUANIA,LH,,+55.117,+026.167
266450,LYNTUPY,BO,,+55.050,+026.317
266490,BUDSLAV,BO,,+54.817,+027.533
266530,POLOTSK,BO,,+55.467,+028.767
266570,DOKSHITSY,BO,,+54.883,+027.750
266590,LEPEL,BO,,+54.883,+028.700
266660,VITEBSK,BO,,+55.127,+030.350
266661,GRODNO,BO,,+53.602,+024.054
266680,SENNO,BO,,+54.817,+029.683
266730,DEMIDOV,RS,,+55.267,+031.517
266810,BAL'SHOYE BERESNEVO,RS,,+55.350,+032.317
266930,GUTENFELD,RS,,+54.683,+020.650
266940,CHKALOVSK,RS,,+54.750,+020.283
266950,VJAZ'MA,RS,,+55.167,+034.400
266960,PROVEREN,RS,,+54.767,+020.400
266970,BALTIYSK NAVAL,RS,,+54.617,+019.883
266980,NIVENSKOYE,RS,,+54.567,+020.600
266990,GURYEVSK,RS,,+54.783,+020.617
267010,BALTIJSK,RS,,+54.667,+019.967
267020,KHRABROVO,RS,,+54.890,+020.593
267040,MAMONOVO,RS,,+54.467,+019.950
