USAF,STATION NAME,CTRY,STATE,LAT,LON
470550,WONSAN,KN,,+39.183,+127.433
470580,PYONGYANG INTL,KN,,+39.224,+125.670
470600,NAMPO,KN,,+38.717,+125.383
470610,CHANGJON,KN,,+38.733,+128.183
470631,SINMAK,KN,,+38.417,+126.233
470650,SARIWON,KN,,+38.517,+125.767
470659,CAMP PELHAM,KS,,+37.850,+126.800
470660,HYUN NI (KOR-ARMY),KS,,+37.950,+128.317
470661,HYUN NI(KOR-ARMY),KS,,+37.950,+128.317
470670,SINGYE,KN,,+38.500,+126.533
470680,RYONGYON,KN,,+38.150,+124.883
470690,HAEJU,KN,,+38.033,+125.700
470699,CHAJANG NI (K-ARMY),KS,,+37.867,+127.183
470700,KAESONG,KS,,+37.967,+126.567
470750,PYONGGANG,KN,,+38.417,+127.283
470800,GEOJIN,KN,,+38.450,+128.450
470810,DAESEONGSAN,KS,,+38.217,+127.533
470820,BYEOLLIBSAN,KS,,+37.767,+126.367
470830,YEOJU,KS,,+37.333,+127.583
470840,MAESALLI,KS,,+37.350,+127.250
470850,SURISAN,KS,,+37.350,+126.900
470860,UNGCHEON,KS,,+36.217,+126.533
470870,JOCHIWON,KS,,+36.567,+127.283
470880,SANGJU RANGE,KS,,+36.400,+128.283
470900,SOKCHO,KN,,+38.251,+128.565
470910,SOKCHO AIRPORT,KN,,+38.133,+128.600
470920,YANGYANG INTL,KS,,+38.061,+128.669
470921,SOKCHO,KS,,+38.148,+128.601
470940,GWANGDEOKSAN,KN,,+38.117,+127.433
470950,CHEORWON,KN,,+38.150,+127.300
470970,ICHEON,KS,,+37.267,+127.483
470980,DONGDUCHEON,KS,,+37.900,+127.067
470990,MUNSAN,KS,,+37.883,+126.766
471000,DAEGWALLYEONG,KS,,+37.683,+128.717
471010,CHUNCHEON,KS,,+37.900,+127.733
471020,BAENGNYEONGDO,KS,,+37.966,+124.630
471021,CHONGONG-NI,KN,,+38.033,+127.150
471025,TAESONG-SAN,KS,,+38.200,+127.550
471026,NIGHTMARE RANGE,KS,,+38.067,+127.350
471030,BAENGNYEONGDO AB,KS,,+37.933,+124.667
471034,YEONPYEUNGDO,KS,,+37.700,+125.700
471035,PAENGNYONGDO BEACH,KS,,+37.950,+124.717
471040,A 306,KS,,+37.884,+127.718
471050,GANGNEUNG,KS,,+37.771,+128.868
471060,CAMP REDCLOUD/UIJD,KS,,+37.750,+127.033
471064,H 207 HELIPORT,KS,,+37.719,+127.099
471065,YEONGDONGRI,KS,,+37.783,+126.850
471066,CAMP CASEY/TONGDUCH,KS,,+37.917,+127.050
471069,PYORIP-SAN,KS,,+37.783,+126.367
471070,GANGNEUNG,KS,,+37.754,+128.944
471074,KEO JIN,KS,,+38.467,+128.467
471080,SEOUL CITY,KS,,+37.567,+126.967
471084,PYORIPSAN,KS,,+37.783,+126.367
471085,PAEKADO,KS,,+37.017,+126.050
471086,WOONG CHEON,KS,,+36.200,+126.550
471087,SEOSAN AB,KS,,+36.700,+126.483
471090,HWANGBYEONGSAN,KS,,+37.750,+128.650
471094,WHANG RYEONG,KS,,+37.750,+128.667
471100,GIMPO,KS,,+37.558,+126.791
471105,H 208 HELIPORT,KS,,+37.517,+126.967
471110,SEOUL AB,KS,,+37.446,+127.114
471115,KOON-NI RANGE,KS,,+37.033,+126.750
471116,SUSAEK AERO,KS,,+37.600,+126.867
471120,INCHEON,KS,,+37.467,+126.633
471125,COMMAND POST TANGO,KS,,+37.517,+126.983
471130,INCHEON INT'L AIRPORT,KS,,+37.467,+126.433
471131,INCHEON INTL,KS,,+37.469,+126.451
471140,WONJU,KS,,+37.438,+127.960
471141,SAMCHUK ARPT,KS,,+37.500,+129.133
471145,CHUNGJU,KS,,+36.970,+127.953
471150,ULLEUNGDO,KS,,+37.483,+130.900
471160,GWANAKSAN,KS,,+37.433,+126.967
471165,KOREAN AF HQ,KS,,+37.500,+126.917
471170,SINYONGSAN,KS,,+37.533,+126.967
471180,WONJU AB,KS,,+37.433,+127.967
471190,SUWON,KS,,+37.267,+126.983
471200,SUWON,KS,,+37.239,+127.007
471204,SV RI SAN,KS,,+37.350,+126.917
471205,MAESANRI,KS,,+37.350,+127.267
471207,SEOUL EAST(KOR-AFB),KS,,+37.433,+127.117
471210,YEONGWOL,KS,,+37.183,+128.467
471220,OSAN AB,KS,,+37.091,+127.030
471223,KOTAR RANGE,KS,,+37.100,+128.900
471230,SANGDONG,KS,,+37.100,+128.867
471240,SEONGMU,KS,,+36.568,+127.500
471243,BAEGADO,KS,,+37.083,+125.967
471250,JUNGWON AB,KS,,+37.030,+127.885
471260,MANGILSAN,KS,,+36.933,+126.450
471270,A 511/PYEONGTAEK,KS,,+36.967,+127.033
471270,A511/PYEONGTAEK,KS,,+36.967,+127.033
471275,MANGILSAN (KOR-AFB),KS,,+36.933,+126.450
471280,CHEONGJU INTL,KS,,+36.717,+127.499
471285,CHOCH' IWON,KS,,+36.567,+127.283
471290,SEOSAN,KS,,+36.767,+126.500
471299,TAESONG-SAN,KN,,+38.200,+127.550
471300,ULJIN,KS,,+36.983,+129.400
471310,CHEONGJU,KS,,+36.633,+127.450
471315,YEOJU RANGE,KS,,+37.433,+127.633
471320,KOREA GAW CENTER-ANMYEONDO,KS,,+36.517,+126.317
471330,TAEJON,KS,,+36.300,+127.400
471340,YECHEON,KS,,+36.632,+128.355
471350,CHUPUNGNYEONG,KS,,+36.217,+127.983
471360,ANDONG,KS,,+36.567,+128.717
471370,SANGJU,KS,,+36.400,+128.150
471380,POHANG,KS,,+36.033,+129.380
471385,SANGJU,KS,,+36.417,+128.167
471390,POHANG,KS,,+35.988,+129.420
471395,MOKPO,KS,,+34.759,+126.380
471400,GUNSAN,KS,,+36.002,+126.763
471405,JEON JU,KS,,+35.878,+127.120
471410,KUNSAN AB,KS,,+35.904,+126.616
471410,KUNSAN AB,KS,,+35.917,+126.617
471420,DAEGU AB,KS,,+35.894,+128.659
471421,TAEGU USA ASOS,KS,,+35.900,+128.650
471425,CAMP WALKER (H-805),KS,,+35.850,+128.583
471430,TAEGU ACC (KOR-AFB),KS,,+35.883,+128.617
471435,TAEGU FOCUS LENS CP,KS,,+35.883,+128.617
471440,OSUNGSAN,KS,,+36.000,+126.783
471441,KUNSAN RADAR,KS,,+36.017,+126.783
471450,CHEONAN,KS,,+36.767,+127.117
471460,JEONJU,KS,,+35.817,+127.150
471470,GYERYONGDAE,KS,,+36.300,+127.217
471471,CHUNJU AIRPORT,KS,,+35.883,+127.117
471480,MYONBONGSAN,KS,,+36.183,+129.000
471490,SEOSAN AB,KS,,+36.683,+126.483
471500,BORYEONG,KS,,+36.333,+126.550
471510,ULSAN AIRPORT,KS,,+35.593,+129.352
471511,ULSAN ARPT,KS,,+35.583,+129.350
471520,ULSAN,KS,,+35.593,+129.352
471530,GIMHAE INTL,KS,,+35.180,+128.938
471540,GUMI,KS,,+36.117,+128.317
471540,GUMI,KS,,+36.117,+128.317
471550,CHANGWON,KS,,+35.170,+128.573
471560,GWANGJU,KS,,+35.167,+126.900
471570,GEOCHANG,KS,,+35.667,+127.900
471570,GEOCHANG,KS,,+35.667,+127.900
471571,CHINHAE (KOR-ARMY),KS,,+35.133,+128.700
471580,GWANGJU,KS,,+35.126,+126.809
471590,BUSAN,KS,,+35.100,+129.033
471600,GUDEOKSAN,KS,,+35.117,+129.000
471610,SACHEON AB,KS,,+35.083,+128.083
471610,SACHEON AB,KS,,+35.089,+128.070
471620,TONGYEONG,KS,,+34.850,+128.433
471630,MUAN INTL AIRPORT,KS,,+34.983,+126.383
471640,MUAN,KS,,+35.100,+126.283
471650,MOKPO,KS,,+34.817,+126.383
471660,MOKPO AIRPORT,KS,,+34.767,+126.383
471670,YEOSU,KS,,+34.842,+127.617
471680,YEOSU,KS,,+34.733,+127.750
471690,HEUKSANDO,KS,,+34.687,+125.451
471700,WANDO,KS,,+34.400,+126.700
471710,JEONGEUP,KS,,+35.550,+126.867
471720,GOCHANG,KS,,+35.433,+126.700
471730,NAMWON,KS,,+35.400,+127.333
471740,SUNCHEON,KS,,+35.067,+127.233
471741,PUSAN (US/KOR AFB),KS,,+35.117,+129.133
471742,WANDO,KS,,+34.300,+126.750
471750,JINDO RADAR,KS,,+34.467,+126.333
471780,YEONPYEONGDO,KS,,+37.667,+125.683
471790,ULNEUNGDO,KS,,+37.500,+130.867
471800,DEOKJEOKDO,KS,,+37.250,+126.083
471820,JEJU INTL,KS,,+33.511,+126.493
471840,JEJU,KS,,+33.517,+126.533
471850,GOSAN,KS,,+33.294,+126.163
471850,GOSAN,KS,,+33.294,+126.163
471870,MOSULPO (KOR-AFB),KS,,+33.200,+126.267
471880,SEONGSAN,KS,,+33.383,+126.867
471890,SEOGWIPO,KS,,+33.250,+126.567
471910,IRI,KS,,+35.917,+126.950
471920,JINJU,KS,,+35.200,+128.117
471933,SONGMU (KOR-AFB)  &,KS,,+36.567,+127.500
471963,YEONPYEONGDO,KS,,+34.667,+125.683
471990,YONG JUNG-RI,KS,,+35.433,+126.433
471999,YONG JUNG-RI,KS,,+35.433,+126.433
472020,NAYORO-ON-HOKKAIDO,JA,,+44.367,+142.467
472025,RISHIRI,JA,,+45.242,+141.186
472050,ISHIKARINUMATA,JA,,+43.800,+141.950
472070,TAKIKAWA,JA,,+43.567,+141.950
472091,IKUSHUMBETSU,JA,,+43.250,+141.950
472101,TAKADOMARI,JA,,+43.900,+142.100
472130,FURANO-ON-HOKKAIDO,JA,,+43.333,+142.400
472140,YUBARI-ON-HOKKAIDO,JA,,+43.033,+141.967
472150,KITAMI-ON-HOKKAIDO,JA,,+43.817,+143.917
472160,NUKABIRA,JA,,+43.367,+143.200
472181,HOMBETSU,JA,,+43.133,+143.617
472185,OKUSHIRI,JA,,+42.073,+139.430
472261,HIDAKAMOMBETSU,JA,,+42.517,+142.033
472310,HIROSAKI-IN-TOHOKU,JA,,+40.617,+140.467
472330,TAKANOSU-IN-TOHOKU,JA,,+40.233,+140.383
472371,YOROIHATA,JA,,+39.767,+140.700
472381,SHIZUKUISHI,JA,,+39.700,+140.967
472390,YOKOTE,JA,,+39.317,+140.550
472411,YUDA,JA,,+39.317,+140.783
472421,ISHIBUCHI,JA,,+39.117,+140.917
472431,KOMA,JA,,+39.867,+141.167
472461,HANAMAKI-IN-TOHOKU,JA,,+39.383,+141.117
472471,TASE,JA,,+39.333,+141.333
472501,KOROMOGAWA,JA,,+39.050,+141.067
472521,ARASAWA,JA,,+38.500,+139.783
472551,NARUKO-IN-TOHOKU,JA,,+38.750,+140.717
472560,OBANAZAWA,JA,,+38.600,+140.417
472590,ICHINOSEKI,JA,,+38.917,+141.133
472600,TSUKIDATE,JA,,+38.733,+141.033
472610,HAENAM,KS,,+34.550,+126.567
472630,TADAMI-IN-TOHOKU,JA,,+37.333,+139.317
472660,YONEZAWA-IN-TOHOKU,JA,,+37.917,+140.117
472680,KORIYAMA-IN-TOHOKU,JA,,+37.383,+140.367
472720,NAGAOKA-IN-CHUBU,JA,,+37.450,+138.850
472760,TONAMI-IN-CHUBU,JA,,+36.633,+136.933
472781,SHOKAWA,JA,,+36.150,+136.917
472801,OYAMA,JA,,+36.617,+137.300
472811,MUROMAKIGAWA,JA,,+36.583,+137.133
472851,UEDA,JA,,+36.400,+138.267
472891,SUDAGAI,JA,,+36.867,+139.067
472900,IKARI,JA,,+36.900,+139.700
472911,NUMATA,JA,,+36.650,+139.067
472921,ASHIO-IN-KANTO,JA,,+36.650,+139.450
472941,KIRYU-IN-KANTO,JA,,+36.400,+139.333
472970,OTAWARA,JA,,+36.867,+140.033
473020,ONO-IN-CHUBU,JA,,+35.983,+136.483
473040,SHIROTORI-IN-CHUBU,JA,,+35.867,+136.867
473070,MITAKE,JA,,+35.850,+137.633
473080,HAGIWARA-IN-CHUBU,JA,,+35.867,+137.217
473101,MARUYAMA,JA,,+35.483,+137.133
473111,KANIGAWA,JA,,+35.433,+137.133
473120,ENA-IN-CHUBU,JA,,+35.450,+137.400
473141,HIRAOKA,JA,,+35.267,+137.850
473151,SAKUMA-IN-CHUBU,JA,,+35.083,+137.800
473161,MIBUGAWA,JA,,+35.833,+138.067
473250,MIYAGAWA-IN-KANSAI,JA,,+34.283,+136.217
473340,KASUMI,JA,,+35.633,+134.633
473370,FUKUCHIYAMA,JA,,+35.300,+135.117
473391,MASUDA-IN-CHUGOKU,JA,,+34.667,+131.817
473420,HIROSE-IN-CHUGOKU,JA,,+34.250,+131.950
473451,KAKE-IN-CHUGOKU,JA,,+34.617,+132.317
473460,SHOBARA-IN-CHUGOKU,JA,,+34.867,+133.033
473490,TAMANO-IN-CHUGOKU,JA,,+34.500,+133.950
473530,IKOMAYANA,JA,,+34.667,+135.667
473541,GOJO-IN-KANSAI,JA,,+34.333,+135.700
473581,SHIRAHAMA,JA,,+33.683,+135.350
473601,HASHIHAMA,JA,,+34.100,+132.967
473620,OZU-ON-SHIKOKU,JA,,+33.500,+132.550
473631,NAKAMURA-ON-SHIKOKU,JA,,+32.983,+132.917
473681,HIWASA-ON-SHIKOKU,JA,,+33.733,+134.550
473741,TAGAWA-ON-KYUSHU,JA,,+33.633,+130.800
473761,KURUME-ON-KYUSHU,JA,,+33.333,+130.533
473831,HAMAMACHI,JA,,+32.683,+130.983
473871,MIE-ON-KYUSHU,JA,,+32.983,+131.617
473901,OMARUGAWA,JA,,+32.133,+131.517
473920,MIYANOJO,JA,,+31.917,+130.450
473940,KIMOTSUKIGAWA,JA,,+31.350,+130.933
474010,WAKKANAI,JA,,+45.417,+141.683
474020,KITAMIESASHI,JA,,+44.933,+142.583
474030,YAGISHIRITO (LGT-H),JA,,+44.433,+141.433
474040,HABORO,JA,,+44.367,+141.700
474050,OMU,JA,,+44.583,+142.967
474060,RUMOI,JA,,+43.950,+141.633
474070,ASAHIKAWA,JA,,+43.750,+142.367
474090,ABASHIRI,JA,,+44.017,+144.283
474110,OTARU,JA,,+43.183,+141.017
474120,SAPPORO,JA,,+43.067,+141.333
474130,IWAMIZAWA,JA,,+43.217,+141.783
474150,SAPPORO/KENASHIYAMA,JA,,+43.133,+141.017
474170,OBIHIRO,JA,,+42.917,+143.217
474180,KUSHIRO/KENEBETSU,JA,,+42.983,+144.400
474190,KUSHIRO/KOMBUMORI,JA,,+42.967,+144.517
474200,NEMURO,JA,,+43.333,+145.583
474210,SUTTSU,JA,,+42.800,+140.217
474220,KAMINOKUNI,JA,,+41.800,+140.067
474230,MURORAN/YAKUMO,JA,,+42.317,+140.983
474240,TOMAKOMAI,JA,,+42.617,+141.550
474250,NEW CHITOSE,JA,,+42.775,+141.692
474260,URAKAWA,JA,,+42.167,+142.783
474270,ERIMO (CAPE/LGT-H),JA,,+41.917,+143.250
474280,ESASHI,JA,,+41.867,+140.117
474290,MORI,JA,,+42.100,+140.567
474300,HAKODATE,JA,,+41.817,+140.750
474310,ESAN (CAPE/LGT-H),JA,,+41.817,+141.183
474320,HAKODATE/YOKOTSUDAKE,JA,,+41.933,+140.783
474330,KUTCHAN,JA,,+42.900,+140.750
474340,CHITOSE,JA,,+42.794,+141.666
474350,MOMBETSU,JA,,+44.350,+143.350
474400,HIROO,JA,,+42.300,+143.317
474410,WAKKANAI,JA,,+45.404,+141.801
474415,REBUN ISLAND,JA,,+45.450,+141.033
474510,AONAE (LGT-H),JA,,+42.050,+139.450
474511,AONAE (LGT-H),JA,,+42.050,+139.450
474520,SHAKOTAN (CAPE/LH),JA,,+43.367,+140.467
474720,RISHIRI AIRPORT,JA,,+45.233,+141.200
474740,MONBETSU,JA,,+44.304,+143.404
474760,ASAHIKAWA,JA,,+43.671,+142.448
474770,ASAHIKAWA,JA,,+43.795,+142.363
474790,SAPPORO,JA,,+43.116,+141.380
474800,MEMAMBETSU,JA,,+43.917,+144.183
474810,MEMANBETSU,JA,,+43.881,+144.164
474830,NAKASHIBETSU,JA,,+43.578,+144.960
474870,NEW CHITOSE AIRPORT,JA,,+42.783,+141.700
474880,HAKODATE,JA,,+41.770,+140.822
474890,KUSHIRO,JA,,+43.041,+144.193
474900,OBIHIRO,JA,,+42.733,+143.217
474905,TOKACHI,JA,,+42.891,+143.158
474910,OKUSHIRI ISLAND,JA,,+42.067,+139.450
475000,WAJIMA,JA,,+37.383,+136.900
475120,OFUNATO,JA,,+39.067,+141.717
475130,RYORI,JA,,+39.033,+141.817
475150,HACHINOHE,JA,,+40.556,+141.466
475160,OMINATO (JASDF),JA,,+41.233,+141.133
475170,OMINATO,JA,,+41.233,+141.150
475200,SHINJO,JA,,+38.750,+140.317
475420,AOMORI,JA,,+40.735,+140.691
475450,AKITA,JA,,+39.616,+140.219
475490,HANAMAKI,JA,,+39.429,+141.135
475510,SHONAI AIRPORT,JA,,+38.817,+139.783
475530,YAMAGATA,JA,,+38.412,+140.371
475570,FUKUSHIMA,JA,,+37.227,+140.431
475670,KASUMINOME (JASDF),JA,,+38.233,+140.917
475690,SENDAI,JA,,+38.140,+140.917
475700,WAKAMATSU,JA,,+37.483,+139.917
475720,NIIGATA/YAHIKOYAMA,JA,,+37.717,+138.817
475730,NIIGATA AIRPORT,JA,,+37.950,+139.117
475730,NIIGATA,JA,,+37.956,+139.121
475740,FUKAURA,JA,,+40.650,+139.933
475750,AOMORI,JA,,+40.817,+140.767
475760,MUTSU,JA,,+41.283,+141.217
475770,SHIRIYA POINT,JA,,+41.433,+141.467
475800,MISAWA NAVAL AIR STATION,JA,,+40.700,+141.367
475800,MISAWA AB,JA,,+40.705,+141.372
475805,MISAWA (USAF),JA,,+40.683,+141.400
475810,HACHINOHE,JA,,+40.533,+141.517
475820,AKITA,JA,,+39.717,+140.100
475830,ODATE NOSHIRO,JA,,+40.192,+140.371
475831,IWATEYAMA,JA,,+39.850,+141.017
475840,MORIOKA,JA,,+39.700,+141.167
475850,MIYAKO,JA,,+39.650,+141.967
475860,TODOGA (LGT-H),JA,,+39.550,+142.083
475861,TODOGA (LGT-H),JA,,+39.550,+142.083
475870,SAKATA,JA,,+38.917,+139.850
475874,SHONAI,JA,,+38.812,+139.787
475880,YAMAGATA,JA,,+38.250,+140.350
475900,SENDAI,JA,,+38.267,+140.900
475910,MATSUSHIMA,JA,,+38.405,+141.220
475920,ISHINOMAKI,JA,,+38.433,+141.300
475930,KINKASAN (LGT-H),JA,,+38.267,+141.583
475940,KARAKUWA,JA,,+38.867,+141.667
475950,FUKUSHIMA,JA,,+37.767,+140.467
475954,FUKUSHIMA ARPT,JA,,+37.233,+140.433
475970,SHIRAKAWA,JA,,+37.133,+140.217
475980,ONAHAMA,JA,,+36.950,+140.900
475990,SHIOY (LGT-H),JA,,+37.000,+140.983
475991,SHIOY (LGT-H),JA,,+37.000,+140.983
476000,WAJIMA,JA,,+37.383,+136.900
476010,HEGURASHIMA (LGT-H),JA,,+37.850,+136.917
476020,AIKAWA,JA,,+38.033,+138.233
476030,HAJIKI (LGT-H),JA,,+38.333,+138.517
476031,HAJIKI (LGT-H),JA,,+38.333,+138.517
476040,NIIGATA,JA,,+37.917,+139.050
476050,KANAZAWA,JA,,+36.583,+136.633
476060,FUSHIKI,JA,,+36.800,+137.050
476070,TOYAMA,JA,,+36.717,+137.200
476100,NAGANO,JA,,+36.667,+138.200
476110,NAGANO/KURUMAYAMA,JA,,+36.100,+138.200
476120,TAKADA,JA,,+37.100,+138.250
476150,UTSUNOMIYA,JA,,+36.550,+139.867
476160,FUKUI,JA,,+36.050,+136.217
476170,TAKAYAMA,JA,,+36.150,+137.250
476180,MATSUMOTO,JA,,+36.250,+137.967
476200,SUWA,JA,,+36.050,+138.117
476220,KARUIZAWA,JA,,+36.350,+138.550
476240,MAEBASHI,JA,,+36.400,+139.067
476250,TAKASAKI (CTBT),JA,,+36.300,+139.083
476260,KUMAGAYA,JA,,+36.150,+139.383
476270,TSUKSBASAN (MOUNT),JA,,+36.217,+140.100
476280,KAKIOKA,JA,,+36.233,+140.183
476290,MITO,JA,,+36.383,+140.467
476310,TSURUGA,JA,,+35.650,+136.067
476320,GIFU,JA,,+35.400,+136.767
476340,GIFU,JA,,+35.394,+136.870
476345,CHUBU CENTRAIR INTL,JA,,+34.858,+136.805
476350,NAGOYA,JA,,+35.255,+136.924
476360,NAGOYA,JA,,+35.167,+136.967
476370,IIDA,JA,,+35.517,+137.817
476380,KOFU,JA,,+35.667,+138.550
476390,FUJISAN,JA,,+35.367,+138.733
476400,KAWAGUCHIKO,JA,,+35.500,+138.767
476410,CHICHIBU,JA,,+35.983,+139.067
476420,YOKOTA AB,JA,,+35.748,+139.348
476420,YOKOTA AB,JA,,+35.750,+139.350
476430,IRUMA,JA,,+35.842,+139.411
476435,SOMAGAHARA (JGSDF) HELIPAD,JA,,+36.433,+138.950
476440,KIYOSE,JA,,+35.783,+139.533
476451,FUSA,JA,,+35.850,+140.117
476460,TATENO,JA,,+36.050,+140.133
476480,CHOSHI,JA,,+35.733,+140.850
476490,UENO,JA,,+34.767,+136.150
476500,SEKI,JA,,+34.850,+136.467
476510,TSU,JA,,+34.733,+136.517
476530,IRAKO,JA,,+34.633,+137.100
476540,HAMAMATSU,JA,,+34.750,+137.717
476550,OMAEZAKI,JA,,+34.600,+138.217
476560,SHIZUOKA,JA,,+34.983,+138.400
476570,MISHIMA,JA,,+35.117,+138.933
476580,SHIZUHAMA,JA,,+34.813,+138.298
476590,SHIZUOKA/MAKINOHARA,JA,,+34.750,+138.133
476600,TACHIKAWA (JASDF),JA,,+35.700,+139.400
476610,KISARAZU,JA,,+35.398,+139.910
476610,KISARAZU AB,JA,,+35.400,+139.917
476620,TOKYO,JA,,+35.683,+139.767
476630,OWASE,JA,,+34.067,+136.200
476650,DAI (LGT-H),JA,,+34.267,+136.900
476660,IROZAKI,JA,,+34.600,+138.850
476680,AJIRO,JA,,+35.050,+139.100
476700,YOKOHAMA,JA,,+35.433,+139.650
476710,TOKYO INTL,JA,,+35.552,+139.780
476713,ICHIGAYA,JA,,+35.680,+139.720
476720,TATEYAMA,JA,,+34.983,+139.867
476730,TOKISAKI,JA,,+34.917,+139.833
476731,TOMISAKI,JA,,+34.917,+139.833
476740,KATSUURA,JA,,+35.150,+140.317
476741,AMAKUSA,JA,,+32.483,+130.159
476742,NOTO,JA,,+37.293,+136.962
476750,OSHIMA,JA,,+34.750,+139.367
476760,NIIJIMA ISLAND,JA,,+34.367,+139.250
476770,MIYAKEJIMA,JA,,+34.117,+139.517
476780,HACHIJOJIMA/OMURE,JA,,+33.117,+139.783
476790,ATSUGI NAS,JA,,+35.450,+139.450
476790,ATSUGI US NAVAL AIR STATION,JA,,+35.450,+139.450
476794,ATSUGI (NWSED),JA,,+35.450,+139.467
476795,KASTNER AAF,JA,,+35.520,+139.400
476800,KASTNER AAF,JA,,+35.514,+139.394
476810,HAMAMATSU,JA,,+34.750,+137.703
476820,CHIBA,JA,,+35.600,+140.100
476830,CHOFU AIRPORT,JA,,+35.667,+139.533
476840,YOKKAICHI,JA,,+34.933,+136.583
476850,MATSUSHIRO,JA,,+36.550,+138.217
476860,NARITA INTL,JA,,+35.765,+140.386
476870,TOKYO HELIPORT,JA,,+35.633,+139.850
476880,TATEYAMA,JA,,+34.987,+139.829
476900,NIKKO,JA,,+36.733,+139.500
476920,UTSUNOMIYA,JA,,+36.515,+139.871
476950,TOKYO/KASHIWA,JA,,+35.867,+139.967
476960,YOKOSUKA NAVAL STATION,JA,,+35.283,+139.667
476965,YOKOSUKA REG MET HQ,JA,,+35.300,+139.667
477000,SADO,JA,,+38.050,+138.417
477020,NOTO AIRPORT,JA,,+37.300,+136.967
477040,KOMATSU,JA,,+36.395,+136.407
477050,FUKUI/TOJIMBO,JA,,+36.233,+136.150
477060,FUKUI,JA,,+36.143,+136.224
477070,TOYAMA,JA,,+36.648,+137.188
477090,MATSUMOTO,JA,,+36.167,+137.923
477150,HYAKURI,JA,,+36.181,+140.415
477160,KASUMIGAURA (JASDF),JA,,+36.033,+140.200
477210,FUJI (JASDF),JA,,+35.317,+138.867
477270,SHIMOFUSA,JA,,+35.799,+140.011
477300,AKENO (JASDF),JA,,+34.533,+136.683
477350,OSHIMA,JA,,+34.782,+139.360
477370,MIYAKEJIMA,JA,,+34.074,+139.560
477380,HACHIJOJIMA,JA,,+33.115,+139.786
477390,SHIZUOKA AIRPORT,JA,,+34.800,+138.183
477395,OKI AIRPORT,JA,,+36.181,+133.325
477400,SAIGO,JA,,+36.200,+133.333
477410,MATSUE,JA,,+35.450,+133.067
477420,SAKAI,JA,,+35.550,+133.233
477430,MIHO,JA,,+35.492,+133.236
477433,TAKAO RADAR,JA,,+35.567,+133.233
477440,YONAGO,JA,,+35.433,+133.333
477460,TOTTORI,JA,,+35.483,+134.233
477470,TOYOOKA,JA,,+35.533,+134.817
477473,TAJIMA,JA,,+35.513,+134.787
477480,KYOGA (LGT-H),JA,,+35.767,+135.233
477481,KYOGA (LGT-H),JA,,+35.767,+135.233
477490,MAIZURU AB,JA,,+35.483,+135.383
477500,MAIZURU,JA,,+35.450,+135.317
477505,MAIZURU REG MET HQ,JA,,+35.450,+135.333
477510,IBUKIYAMA MTN (AUT),JA,,+35.417,+136.417
477530,MISHIMA (LGT-H),JA,,+34.750,+131.150
477531,MASHIMA (LGT-H),JA,,+34.750,+131.150
477540,HAGI,JA,,+34.417,+131.400
477550,HAMADA,JA,,+34.900,+132.067
477560,TSUYAMA,JA,,+35.067,+134.017
477590,KYOTO,JA,,+35.017,+135.733
477610,HIKONE,JA,,+35.283,+136.250
477620,SHIMONOSEKI,JA,,+33.950,+130.933
477630,WOFU,JA,,+34.050,+131.533
477640,IWAKUNI,JA,,+34.150,+132.233
477640,IWAKUNI,JA,,+34.150,+132.233
477641,AIRFIELD & HARBOR OPERATIONS,JA,,+34.150,+132.233
477641,IWAKUNI MCAS,JA,,+34.150,+132.233
477650,HIROSHIMA,JA,,+34.400,+132.467
477660,KURE,JA,,+34.233,+132.550
477665,KURE REG MET HQ,JA,,+34.233,+132.567
477670,FUKUYAMA,JA,,+34.450,+133.250
477680,OKAYAMA,JA,,+34.667,+133.917
477690,HIMEJI,JA,,+34.833,+134.667
477700,KOBE,JA,,+34.700,+135.217
477710,OSAKA INTL,JA,,+34.786,+135.438
477720,OSAKA,JA,,+34.683,+135.517
477725,KANSAI INTL,JA,,+34.417,+135.250
477730,OSAKA/TAKAYASUYAMA,JA,,+34.617,+135.650
477740,KANSAI INTL,JA,,+34.433,+135.233
477760,SUMOTO,JA,,+34.333,+134.900
477770,WAKAYAMA,JA,,+34.233,+135.167
477780,SHIONOMISAKI,JA,,+33.450,+135.750
477790,YAO,JA,,+34.596,+135.603
477800,NARA,JA,,+34.700,+135.833
477820,NANKI SHIRAHAMA,JA,,+33.662,+135.364
477830,IWAMI,JA,,+34.676,+131.790
477840,YAMAGUCHI,JA,,+34.167,+131.450
477860,YAMAGUCHI UBE,JA,,+33.930,+131.279
477870,OZUKI,JA,,+34.045,+131.052
477880,HOFU,JA,,+34.035,+131.549
477890,HIROSHIMA,JA,,+34.436,+132.919
477895,HIROSHIMANISHI,JA,,+34.367,+132.414
477900,IZUMO,JA,,+35.414,+132.890
477910,MATSUE/MISAKAYAMA,JA,,+35.550,+133.100
477920,HIROSHIMA/HAIGAMINE,JA,,+34.267,+132.600
477930,OKAYAMA,JA,,+34.757,+133.855
477940,TOTTORI,JA,,+35.530,+134.167
477950,WAKAYAMA/MIHAMA,JA,,+33.900,+135.133
477960,KOBE AIRPORT,JA,,+34.633,+135.224
477990,TSUSHIMA,JA,,+34.285,+129.331
477991,TSUSHIMA,JA,,+34.300,+129.300
478000,IZUHARA,JA,,+34.200,+129.300
478030,ASHIYA,JA,,+33.883,+130.653
478050,HIRADO,JA,,+33.367,+129.550
478060,FUKUOKA/SEFURISAN,JA,,+33.433,+130.350
